,question,model_answer,true_answer
678,judge is capable of judge defendants to guilty,Yes,Yes
679,cleaning house usually causes become clean,No,No
680,airline representatives is usually located at park,No,No
681,getting job is usually used for work,Yes,Yes
682,get wet has a subevent of shiver,Yes,Yes
683,commit murder is motivated by a goal of fun,No,No
684,wrestle has a prerequisite of join wrestling team,Yes,Yes
685,running in marathon is usually used for playing music,No,No
686,one person chair is usually used for sticking things together,No,No
687,cemetery is usually located at cities,Yes,Yes
688,basketball play is part of basketball,Yes,Yes
689,trace is part of harness,Yes,Yes
690,clothing store is usually used for shopping,Yes,Yes
691,dust is usually located at apartment,No,No
692,kidney is part of boot,No,No
693,communicating artery is part of larynx,No,No
694,murray is part of course,No,No
695,curtain is usually used for make soup,No,No
696,every person has violence,No,No
697,root is part of scotland,No,No
698,celebes is part of asia,No,No
699,lash is part of iris,No,No
700,mull is part of inner hebrides,Yes,Yes
701,rug is usually located at desk,Yes,Yes
702,sternocleidomastoid is part of ball field,No,No
703,running in marathon is usually used for accomplishment,Yes,Yes
704,mattress is part of bed,Yes,Yes
705,centimo is part of mine,No,No
706,bar is part of parallel bars,Yes,Yes
707,reading to children has a prerequisite of buy balloons,No,No
708,swimmeret is part of iowa,No,No
709,children is capable of star in movies,No,No
710,saw is usually used for sawing,Yes,Yes
711,postmen is usually located at state park,No,No
712,sing has a prerequisite of open mouth and do,Yes,Yes
713,ficus is usually located at green house,Yes,Yes
714,ski has a subevent of make popcorn,No,No
715,run has a first subevent of stretch,Yes,Yes
716,jugular vein is part of neck,Yes,Yes
717,compete has a prerequisite of see recruiter,No,No
718,hairdressing salon is usually used for pleasure,No,No
719,couch is usually used for relaxing,Yes,Yes
720,lake geneva is part of brazil,No,No
721,pantry is usually located at sunday school kitchen,Yes,Yes
722,people without cars is usually located at keyboard,No,No
723,clock is usually located at office building,Yes,Yes
724,aragon is part of slot machine,No,No
725,have party has a subevent of dancing,Yes,Yes
726,children is capable of need care,Yes,Yes
727,guatemala is part of airplane,No,No
728,computers is usually located at office,Yes,Yes
729,get physical activity has a subevent of get nervous,No,No
730,fire is capable of last 30 seconds,No,No
731,account book is usually used for trimming beard,No,No
732,rollercoaster has a property of different,No,No
733,judge is capable of enter barn,No,No
734,land is usually used for profession,No,No
735,hosea is part of clothing,No,No
736,church is usually located at city,Yes,Yes
737,armet is part of hagiographa,No,No
738,bowl is usually used for hold blueberries,Yes,Yes
739,listening to music has a subevent of wet bed,No,No
740,learning usually causes gaining knowledge,Yes,Yes
741,stone age is part of prehistory,Yes,Yes
742,person has proud profession,No,No
743,food is usually used for nourishment,Yes,Yes
744,aries is part of zodiac,Yes,Yes
745,card slot is usually located at office building,No,No
746,pants is usually located at suitcase,Yes,Yes
747,bern is part of switzerland,Yes,Yes
748,reaching advantage usually causes happiness,No,No
749,house is usually located at refridgerator,No,No
750,joining army usually causes death,Yes,Yes
751,fragmentation bomb is part of india,No,No
752,flagellum is part of department of defense,No,No
753,socialising usually causes frequent urination,No,No
754,swimmers is usually located at swimming pool,Yes,Yes
755,chat with friends has a subevent of constructing,No,No
756,cooling system is part of missouri,No,No
757,stifle is part of ream,No,No
758,short circuit is part of circuit,Yes,Yes
759,chef is capable of smell with noses,No,No
760,washing machine is usually located at house,Yes,Yes
761,follow through is part of stroke,Yes,Yes
762,family room is part of dwelling,Yes,Yes
763,hanging out at bar is usually used for socialising,Yes,Yes
764,common bile duct is part of jerusalem,No,No
765,genitals has a property of red and white,No,No
766,praying has a subevent of answer from god,Yes,Yes
767,traveling has a subevent of having pockets picked,Yes,Yes
768,calculator is usually located at swimming pool,No,No
769,rump steak is part of wind instrument,No,No
770,sprinklers is usually located at lawn,Yes,Yes
771,become scuba diver is motivated by a goal of explore,Yes,Yes
772,person desires lots of space,Yes,Yes
773,housatonic is part of asia,No,No
774,having fun has a subevent of talk,No,No
775,basal ganglion is part of diencephalon,Yes,Yes
776,desk is usually used for working,Yes,Yes
777,sinner is usually located at confession,Yes,Yes
778,dance is motivated by a goal of needed,No,No
779,give gift is motivated by a goal of information,No,No
780,clouds is capable of bring rain,Yes,Yes
781,sirloin steak is part of neck,No,No
782,ice usually recieves an action of found on iceberg,Yes,Yes
783,inside track is part of leptotene,No,No
784,zebibit is part of yobibit,Yes,Yes
785,start fire has a prerequisite of seeing doctor,No,No
786,going into trance has a prerequisite of ask for,No,No
787,omaha is part of england,No,No
788,exercising usually causes clean room,No,No
789,machine is usually used for mix concrete,Yes,Yes
790,hub is part of propeller,Yes,Yes
791,diamond is usually located at ring,Yes,Yes
792,frisbee is usually used for having fun,Yes,Yes
793,machine is usually located at museum,Yes,Yes
794,hammer is usually used for holding music,No,No
795,tool is usually located at desk,No,No
796,clothes is usually located at clothing store,Yes,Yes
797,designing software usually causes become rich,Yes,Yes
798,egadi islands is part of sicily,Yes,Yes
799,driveway is usually located at yard,Yes,Yes
800,north is distinct from south,Yes,Yes
801,crossing street has a prerequisite of buy guitar,No,No
802,scamper has a property of dead,Yes,Yes
803,family room is usually used for discovery,No,No
804,pretending has a subevent of forget,Yes,Yes
805,tibet is part of asia,Yes,Yes
806,engineers is capable of build bridges,Yes,Yes
807,cafe is usually located at city,Yes,Yes
808,fire is capable of fall,No,No
809,being on jury causes desire of bring in verdict,Yes,Yes
810,person desires protect family,Yes,Yes
811,jag is part of garment,Yes,Yes
812,shelf is part of scientific knowledge,No,No
813,forest is usually located at library,No,No
814,basidiocarp is part of basidiomycete,Yes,Yes
815,plant is capable of lift weight,No,No
816,handle is part of coffeepot,Yes,Yes
817,ottawa is part of ontario,Yes,Yes
818,pull chain is part of flush toilet,Yes,Yes
819,waiting for has a subevent of reboot,No,No
820,nicosia is part of cyprus,Yes,Yes
821,butter has a property of guilty,No,No
822,reading to children is usually used for enjoyment,Yes,Yes
823,emotion has a property of pleasant,Yes,Yes
824,washing car usually causes sweating,No,No
825,committing suicide has a subevent of die,Yes,Yes
826,tape television show is motivated by a goal of watch later or again,Yes,Yes
827,cottage is usually located at village,Yes,Yes
828,pallbearer is usually located at funeral,Yes,Yes
829,traveling has a subevent of die,No,No
830,cloth linen is usually located at post office,No,No
831,lake powell is part of united states constitution,No,No
832,door with lock is usually used for privacy,Yes,Yes
833,contemplating has a subevent of accident,No,No
834,empty space is usually located at pizza,No,No
835,pearl is usually located at faces,No,No
836,telephone box is usually located at statistic,No,No
837,subjective consciousness is defined as awareness of self,Yes,Yes
838,movers is capable of box belongings,Yes,Yes
839,bag is capable of carry groceries in,Yes,Yes
840,document folder is usually located at garden,No,No
841,pleasing parents usually causes rejuvination,No,No
842,start fire has a prerequisite of adjust focus,No,No
843,ferris wheel is usually located at roadblock,No,No
844,having asthma attack usually causes losing weight,No,No
845,go to movie has a prerequisite of buy popcorn,Yes,Yes
846,watch television has a prerequisite of get in car,No,No
847,person is capable of move fast,No,No
848,score home run has a prerequisite of disrobe,No,No
849,sell new book is motivated by a goal of money,Yes,Yes
850,resting has a subevent of prop up feet,Yes,Yes
851,pirate is capable of sail ship,Yes,Yes
852,taxis is usually located at chemistry lab,No,No
853,pencil is usually located at cup,Yes,Yes
854,swimmeret is part of wall,No,No
855,preparing for event causes desire of use calculator,No,No
856,sin is part of hebrew alphabet,Yes,Yes
857,desk is usually used for lying on,No,No
858,labor entails decrease,No,No
859,radiation is usually located at space,Yes,Yes
860,interest is capable of accrues on annual basis,Yes,Yes
861,shenzhen is part of china,Yes,Yes
862,committing perjury is usually used for avoiding punishment,Yes,Yes
863,keystone is part of washington,No,No
864,nazareth is part of egypt,No,No
865,piccolo is usually located at solar system,No,No
866,doing housework has a subevent of roll dice,No,No
867,work is motivated by a goal of feel needed,Yes,Yes
868,clothing shelf is usually used for storing clothing,Yes,Yes
869,armchair has family,No,No
870,telephone box is usually located at london,Yes,Yes
871,volt is part of kilovolt,Yes,Yes
872,arbitration clause is part of contract,Yes,Yes
873,ethernet cable is part of ethernet,Yes,Yes
874,less is the opposite of ful,Yes,Yes
875,memorize has a subevent of going to doctor,No,No
876,take shower is motivated by a goal of you're curious,No,No
877,sales person is usually located at shop,Yes,Yes
878,human is capable of machine metal,No,No
879,rocroi is part of encolure,No,No
880,gravy boat is usually located at cupboard,Yes,Yes
881,missoula is part of montana,Yes,Yes
882,bean bag chair is usually used for exercise,No,No
883,return is part of tennis,Yes,Yes
884,tie shoelace has a first subevent of take off clothes,No,No
885,kitchen is usually located at city,No,No
886,bellhop is usually located at at hotel,Yes,Yes
887,people is capable of see at night,No,No
888,kosher delicatessen is usually located at homeless shelter,No,No
889,rocker is part of building,No,No
890,universe has a property of fun,No,No
891,lesser sunda islands is part of queensland,No,No
892,check in desk is usually located at hotel,Yes,Yes
893,bolt is part of torah,No,No
894,being involved in accident has a subevent of moshing,No,No
895,boston harbor is part of boston,Yes,Yes
896,committing to memory has a subevent of fall to ground,No,No
897,box is usually located at theater,Yes,Yes
898,bad is distinct from row,No,No
899,tagus is part of spain,Yes,Yes
900,english channel is usually located at northern hemisphere,Yes,Yes
901,aswan is part of egypt,Yes,Yes
902,scratching usually causes have fun,No,No
903,circles has a property of round,Yes,Yes
904,communicating is usually used for freshen breath,No,No
905,bladder is part of river,No,No
906,harpsichord is usually located at classical music orchestra,Yes,Yes
907,desk is usually located at library,Yes,Yes
