,questions,labels
985,Does hatchback have wheels?,1
986,is bread expensive,0
987,is legwarmer bigger than a chair,0
988,Is tyke a plant?,0
989,Does party use electricity?,1
990,Is crybaby a single word respones?,1
991,is locomotive related to human organs,0
992,Is hooligan a prestigeous title?,0
993,Is petroleum food?,0
994,is linguini made of metal,0
995,is counter an electronic?,0
996,can more than one person use water at a time,1
997,is fumigator tangible,1
998,is sides around family,1
999,Is pastry made out of metal?,0
1000,Is candidate a profession?,1
1001,Is minefield stationary?,1
1002,is donation alive?,0
1003,is divider natural,0
1004,Would I be able to hold serum in my hand?,1
1005,Is jacket a whole outfit?,0
1006,is football used in a garage,0
1007,Is jailbird cleaning related?,0
1008,could magma be a rock,1
1009,Does fountain have wheels?,0
1010,Is receptionist alive?,1
1011,is gladiator artistic,0
1012,Is stream metal? ,0
1013,Does papaya move?,0
1014,Can backpack be used as storage?,1
1015,Is triage a person?,0
1016,Does spotlight create light?,1
1017,s press useful? ,1
1018,is percussion used at bathroom,0
1019,do you find coagulant in the sea?,0
1020,is coin made out of metal?,1
1021,is doctor an occupation?,1
1022,Is elevator for transportation?,1
1023,Is ring jewelry?,1
1024,does gurney light up,0
1025,Is seat used for decoration?,1
1026,is hammer a tool?,1
1027,Is bandmaster man made?,0
1028,Is pawnbroker alive,1
1029,is soot furniture,0
1030,does sunroof make noise?,0
1031,is run the name of an action?,1
1032,can clerk breath?,1
1033,Is daggers in the houseware department?,0
1034,Does camp involve camping?,1
1035,is movie cloth,0
1036,does earth cost money,0
1037,is shakers a building,0
1038,is superstructure a school or hospital?,1
1039,does uncle have a job?,1
1040,is oilpaper visible?,1
1041,Does gazebo move on its own?,0
1042,Is footpath a tool?,0
1043,Is maker something positive?,1
1044,Is cufflink framed?,0
1045,is gondola a boat of some type,1
1046,Is hospital a building?,1
1047,Is painting an art form?,1
1048,is holster human?,0
1049,IS gazer a concept?,1
1050,is leaf a type of reptile?,0
1051,Is tentacle a type of cat?,0
1052,is cone made out of wood,0
1053,can you buy watermelon at a store?,1
1054,Can cumin be used by someone?,1
1055,is thesis an idea,1
1056,is fruit healthy,1
1057,Is tipper a type of body part?,0
1058,Does underwriter involve taking care of others?,1
1059,is dungeon a landmass,0
1060,Is housewife man made?,0
1061,Is gloves something you wear?,1
1062,does lamp it need a light bulb,1
1063,can school be a toy,0
1064,is mailman a person?,1
1065,Does technician have to do with a person's occupation?,1
1066,is osmosis manmade,0
1067,Is refrigerator electronic?,1
1068,Is steak meat?,1
1069,can tripe be bought from a store?,1
1070,is neighborhood a neighborhood?,1
1071,is book a book?,1
1072,is trunks a gas?,0
1073,Is entryway something most people use daily?,1
1074,is mogul a man,1
1075,can you buy locomotion at a walmart?,0
1076,Is sixpence bigger than a person?,0
1077,Is forceps used primarily in gardening?,0
1078,Is confinement a concept?,1
1079,is traffic a person,0
1080,Does bacon sizzle?,1
1081,does carnation usually have color,1
1082,is debutante a grown up,1
1083,Is space a person?,0
1084,Is hustler smart?,1
1085,Can you find booth at a restaurant?,1
1086,does research have a color,0
1087,Is armor soft?,0
1088,Is grape edible? ,1
1089,does truck have a motor,1
1090,Does crybaby refer to the military?,0
1091,is gallbladder a person? ,0
1092,does truck travel on road,1
1093,Is liqueur kept in the home?,1
1094,is obsidian in limited places?,1
1095,is shotput considered a sport,1
1096,does banana grow on trees?,1
1097,Is load heavy?,1
1098,is caviar cheap,0
1099,is tree big?,1
1100,Is tollhouse a building,1
1101,does muslin do something to me,0
1102,Can teepee fit a family of 5?,1
1103,Is kerosene an organization?,0
1104,Is uproar soothing?,0
1105,is fan used to cut?,0
1106,is clubwoman soft?,0
1107,Is corn a form of seasoning,0
1108,is bedpost the name of a person?,0
1109,is xylophone furniture,0
1110,is mongrel an animal,1
1111,is ball sports related,1
1112,is belt a luxury item,1
1113,is road on the face?,0
1114,Is dock related to leisure activities?,1
1115,Is work related to a specific activity?,1
1116,is snakeskin alive,0
1117,Is glucometer electronic?,1
1118,Can buttonhole be dried? ,0
1119,can you see darkness outdoors,1
1120,is mansion a type of person,0
1121,Is codeine consumed?,1
1122,Is descendant alive,1
1123,is flank delicious?,1
1124,Do we use dish in our daily life?,1
1125,Is headphone a solid?,1
1126,does italics have a smell,0
1127,Is islander a man?,1
1128,is windowsill alive,0
1129,Is voter an occupation?,0
1130,is bus bigger than a chair?,1
1131,Is cartoon a food,0
1132,Is grater alive?,0
1133,is compressor helpful?,1
1134,is courtroom part of a city,1
1135,can sand be climbed on?,1
1136,Can toymaker be touched?,1
1137,So you can usually buy torchlight at a hardware store?,1
1138,Is nudist alive?,1
1139,is dust non living?,1
1140,Is sod outside,1
1141,Is cousin a relative?,1
1142,is silo a building?,1
1143,does tablet also go in water?,0
1144,is beverage made of plastic?,0
1145,is information expensive,1
1146,can lawnmower be used outside?,1
1147,is rainbow colorful?,1
1148,is instant a gas?,0
1149,Does picture hang on a wall?,1
1150,Is welcome a form of greeting?,1
1151,does netting plug in?,0
1152,is eggshell alive,0
1153,Is gingerroot found on farmland?,1
1154,is nitroglycerine a combination of ingredients?,1
1155,is foam made out of wood?,0
1156,Is woods a fictional being?,0
1157,does caming have wheels?,0
1158,do you use lighter in a car?,1
1159,Is garbage usefull?,0
1160,it kabob served in a restaurant?,1
1161,Is businessman alive,1
1162,is water wooden,0
1163,is pepper glass?,0
1164,Is wall something you can buy,1
1165,Is madwoman female?,1
1166,is windstorm manmade,0
1167,is night black?,1
1168,can housedress be purchased at target?,1
1169,Is sun on earth?,0
1170,is flatfoot a building,0
1171,Is chandelier used for decoration?,1
1172,Is margarita something you'd buy because it's fun?,1
1173,is painting a profession?,0
1174,Can you carry clasp with one hand?,1
1175,Is gazer prestigious?,0
1176,does mode have a shell?,0
1177,Is rock a rock?,1
1178,Is sedative bigger than a grain of sand?,1
1179,is fan small?,1
1180,Is homepage free?,1
1181,Is oven in a kitchen? ,1
1182,Is algae a shrub?,0
1183,Does concubine laugh?,1
1184,Can you find sink in an office?,1
1185,Is skirt a item of clothing?,1
1186,Does deserter make a sound?,1
1187,Is tent a building?,0
1188,is railcar human?,0
1189,Is water painted,0
1190,Does tomato have to do with a season?,1
1191,Is layperson alive?,1
1192,Is sun only one person?,0
1193,is epidural gas at room temperature,0
1194,is hemoglobin a building?,0
1195,is invoice colorful,1
1196,Does solicitor require training?,1
1197,Is bed furniture?,1
1198,is jacket used indoors,1
1199,is piano alive,0
1200,does subpoena help tighten things,0
1201,Is toga part of a sport?,0
1202,is thumbtack made of wood,0
1203,does wall communicate,0
1204,Is air a tangible object?,0
1205,is home larger than a car?,1
1206,Is breadbasket something you sit on?,0
1207,is pencil more than $100,0
1208,Is confetti  man made?,1
1209,Is trial a 9-5 type of job?,0
1210,Is frame stationary most the time?,1
1211,Is labor big?,0
1212,Is porch made of plastic?,0
1213,can cubby be eaten,0
1214,Is daredevil a feeling?,0
1215,is matchbox used to cut things,0
1216,Is magic used for cooking?,0
1217, Is hungry a feeling? ,1
1218,Is artwork expensive?,1
1219,Is condom used by women?,1
1220,does gamer play fortnite,1
1221,Does roofer have to do with commercial construction?,1
1222,Can methanol be bought at a store?,1
1223,does kernel grow on a tree?,0
1224,Is hairdryer expensive?,1
1225,is tank a physical object? ,1
1226,Is mayor related to the government?,1
1227,Can clean breathe?,0
1228,is pornographer about museums?,0
1229,Can mountain be lifted?,0
1230,is christianity a religion?,1
1231,Does bandage do things to save other people's lives?,1
1232,would you put doorframe in your house,1
1233,is telescope used to move things? ,0
1234,Is ashcan metal?,1
1235,is fingerprint colorful,0
1236,Is iron a mineral?,1
1237,can matches be bought from a store?,1
1238,"Is uncle a name for a member of a family, like father or cousin?",1
1239,Is monogram something you can own,1
1240,Do most people have scalpel in their home?,0
1241,Is cowpoke a friend?,1
1242,Is kerchief man made?,1
1243,Does cute have a vaccine?,0
1244,Is plant a plant?,1
1245,is pinhole related to economics?,0
1246,is husband something you're born as,0
1247,Is school a building?,1
1248,Is food a job profession?,0
1249,is glue living?,0
1250,Is ambulance alive,0
1251,is protestor a prestigious title?,1
1252,is oxcart living?,0
1253,is soot an appliance,0
1254,is watch alive?,0
1255,does shrubs need to be watered or taken care of?,1
1256,is boozer related to business ,0
1257,do you use doughnut in sports,0
1258,Is sun manmade?,0
1259,Is field a place?,1
1260,Is caricaturist only in the US/,0
1261,does axe make a sound or noise,1
1262,Does cookie relate to food?,1
1263,is registrar a high paying job,1
1264,Can brat be seen?,1
1265,is gun a weapon?,1
1266,does gentleman have hands,1
1267,is artilleryman male?,1
1268,is bailiff a person?,1
1269,Is wrench a tool? ,1
1270,Is bacon a specific kind of beef?,0
1271,Is farming in water?,0
1272,Is jailbait colorful?,0
1273,IS autograph used outdoors?,0
1274,is subpoena a tool,0
1275,Is peeler used for building structure?,0
1276,is footstool a stand for something? ,1
1277,is penny expensive,0
1278,is seminary a person,0
1279,Is groom alive?,1
1280,is hamburger manmade?,1
1281,does monopoly involve a board and dice,1
1282,Is vanilla a dessert?,1
1283,does liner run on batteries?,0
1284,is poinsettia an appliance,0
1285,Is bowl small,1
1286,is shortbread alcoholic  ,0
1287,is sun a chemical,0
1288,is offender a competition,0
1289,Is hotwheels found outdoors?,1
1290,Does projectile taste good?,0
1291,is baptizer human,1
1292,is muzzle alive?,0
1293,Does grapefruit make noise?,0
1294,Is bread bigger than a bread box?,0
1295,IS sealskin found at a business / office?,0
1296,Is bouncer psychological?,0
1297,Can bus be used for transportation?,1
1298,is man a person?,1
1299,Is clubhouse made of brick,1
1300,does herdsman make noise?,1
1301,Does housemaid have to do with children?,1
1302,Is zinfandel made with fruit?,1
1303,is campground an item,0
1304,Is amateur a professional?,0
1305,is trinket made of metal,1
1306,is guard a profession?,1
1307,Is birthday an event?,1
1308,is moors has a shape,1
1309,is saint depicts good behavior,1
1310,Is tormentor a woman reporting news in any way?,0
1311,is zookeeper human?,1
1312,is yoke a profession,0
1313,is violator an idea?,0
1314,Does chowder belong in the kitchen?,1
1315,Does apple have to do with food?,1
1316,Is blood made of metal,0
1317,Is bike a fruit?,0
1318,is shopping abstract?,0
1319,is iron a mineral?,1
1320,is gauge sharp?,0
1321,is fishhook made of metal?,1
1322,Is apple red in color?,1
1323,is railing furniture,0
1324,Is bridge alive?,0
1325,Is litmus alive?,0
1326,Is friar related to cooking food?,0
1327,Is griddle alive?,0
1328,is silk fabric?,1
1329,is strawberry fruit?,1
1330,is arcade stationary,1
1331,Does petitioner involve their job?,1
1332,is sassafras an animal,0
1333,is landlord related to health?,0
1334,Would organizer go inside a house?,1
1335,Is flirter positive?,1
1336,is actress heavy,1
1337,Does sandblaster have moving parts?,1
1338,does basketball have to do with sports?,1
1339,is mushroom a fungus?,1
1340,is gravity man made,0
1341,Is animal alive?,1
1342,is treatment something that most people are familiar with,1
1343,Is earth on the ground?,1
1344,is narc living?,1
1345,is cook food,0
1346,Is dentures something most people have?,0
1347,Is biceps a pet?,0
1348,is ship a must have,0
1349,Is hypnotist a reptile?,0
1350,is climber visible?,1
1351,Is lubrication immaterial?,0
1352,does paraphernalia come in many colors?,1
1353,Is nursemaid alive?,1
1354,Is board made of wood,1
1355,Is napkin made of paper?,1
1356,is weights alive,0
1357,is monkfish an idea,0
1358,Is memoir always a certain color?,0
1359,could crematorium save someone's life,0
1360,Does mermaid walk?,0
1361,is workbook an educational book?,1
1362,Is cheese grown?,0
1363,Is cheese tasty?,1
1364,is flute food?,0
1365,is clambake a body of water?,0
1366,does electrochemist deal with medical field,1
1367,does streaming involve using a computer?,1
1368,Does pump have a motor?,1
1369,is plate a food?,0
1370,Is napkin white,1
1371,Is lad edible?,0
1372,Is furniture made from wood?,1
1373,Is paratroops done outdoors?,1
1374,Is refuge used for hiking?,0
1375,Can I read about privates in a book?,1
1376,is babysitter a category of a type of person?,1
1377,Is rose sent as a gift for women sometimes?,1
1378,is ratchet alive?,0
1379,Is veil to dress?,1
1380,Is building larger than a car?,1
1381,Is razor something for a bathroom?,1
1382,is doctor alive?,1
