,questions,labels
747,alleghenies is part of west virginia,Yes
748,knitting has a subevent of making sweater,Yes
749,acyclic is the opposite of cyclic,Yes
750,running usually causes sweating,Yes
751,tables is usually located at resturant,Yes
752,bringing suit has a prerequisite of contacting lawyer,Yes
753,scientist is capable of prove theory,Yes
754,kettle is usually used for hold,Yes
755,puck is usually located at hockey rink,Yes
756,goldsboro is part of north carolina,Yes
757,client side is the opposite of server side,Yes
758,wash clothes has a subevent of sort clothes,Yes
759,going for haircut is usually used for supporting local barber,Yes
760,chin is part of face,Yes
761,stamp pad is usually located at and office,Yes
762,going on vacation is usually used for fun,Yes
763,livebirth is the opposite of stillbirth,Yes
764,light bulb is usually used for flash,Yes
765,forklift is usually used for move heavy items,Yes
766,jumping rope is usually used for play,Yes
767,newspapers usually recieves an action of recycled,Yes
768,person has name,Yes
769,play chess is motivated by a goal of have fun,Yes
770,old bailey is part of london,Yes
771,trees is usually located at yard,Yes
772,keyboard instrument is usually located at orchestra,Yes
773,winter solstice is defined as shortest day of year,Yes
774,film is usually located at movie,Yes
775,cable is usually located at computer,Yes
776,play guitar has a prerequisite of have guitar,Yes
777,ground floor is usually located at building,Yes
778,pictures is capable of hang on walls,Yes
779,light is capable of illuminate,Yes
780,read letter has a subevent of cry,Yes
781,lewiston is part of idaho,Yes
782,going somewhere has a prerequisite of car,Yes
783,person desires care about,Yes
784,storm is usually located at america,Yes
785,loving causes desire of give gift,Yes
786,tiered seats is part of stadium,Yes
787,lasagna is usually located at freezer,Yes
788,buy hamburger has a last subevent of gobble down,Yes
789,pool is usually located at neighbors house,Yes
790,lane is usually located at bowling alley,Yes
791,get stranded usually causes ground,Yes
792,band aid is usually used for heal wound,Yes
793,midbrain is part of brain,Yes
794,people is capable of view movies,Yes
795,doing housework usually causes clean house,Yes
796,trees is usually located at orchard,Yes
797,coin purse is usually located at purse,Yes
798,staying in bed usually causes missing out,Yes
799,mashhad is part of iran,Yes
800,vacuole is part of cell,Yes
801,albany is part of new york,Yes
802,place to stay is usually located at motel,Yes
803,waist is part of torso,Yes
804,have lunch has a prerequisite of find food,Yes
805,sea water has a property of salty,Yes
806,have nervous breakdown is motivated by a goal of attention,Yes
807,bathing has a subevent of getting soap in eyes,Yes
808,artist is capable of perfect technique,Yes
809,beer is usually located at shelf,Yes
810,pistol is usually used for kill things,Yes
811,hard drive is capable of store data,Yes
812,lanai is part of hawaiian islands,Yes
813,politicians has a property of corrupt,Yes
814,sane is the opposite of insane,Yes
815,harare is part of zimbabwe,Yes
816,clean house has a subevent of sweep floors,Yes
817,play soccer is motivated by a goal of victory,Yes
818,improving yourself has a subevent of read,Yes
819,waste usually causes emaciate,Yes
820,person is capable of reply to letter,Yes
821,postal service is capable of ship packages,Yes
822,pass class has a prerequisite of pass test,Yes
823,getting divorce usually causes freedom,Yes
824,amplifier is part of radio receiver,Yes
825,boxes is usually located at basement,Yes
826,eureka is part of california,Yes
827,cent is part of leone,Yes
828,make shopping list has a prerequisite of get pencil and paper,Yes
829,cape town is part of south africa,Yes
830,witness is capable of report crime,Yes
831,company is capable of market product,Yes
832,active site is part of enzyme,Yes
833,greengrocer is usually located at supermarket,Yes
834,take examination has a prerequisite of sharpen pencil,Yes
835,test strength has a subevent of lift weights,Yes
836,furlong is part of mile,Yes
837,look through telescope is motivated by a goal of see which far away,Yes
838,piano is usually used for accompanying orchestra,Yes
839,paint is capable of coat surface,Yes
840,dresser is usually located at bedroom,Yes
841,take phone call has a prerequisite of answer phone,Yes
842,garden is usually located at back yard,Yes
843,swim is motivated by a goal of fun,Yes
844,buy hamburger has a prerequisite of hungry,Yes
845,chelyabinsk is part of russia,Yes
846,oceans has a property of very deep,Yes
847,saucepan is usually used for heat food,Yes
848,wartime is the opposite of peacetime,Yes
849,make bread has a subevent of knead dough,Yes
850,change society has a prerequisite of run for political office,Yes
851,right angle is usually located at corner,Yes
852,phrase is part of tune,Yes
853,phillips screwdriver is usually located at tool chest,Yes
854,road is usually located at town,Yes
855,drugs is usually located at school,Yes
856,i kings is part of prophets,Yes
857,powerful is the opposite of powerless,Yes
858,fix computer has a prerequisite of find problem,Yes
859,bag is usually used for traveler,Yes
860,uganda is part of africa,Yes
861,veil entails cover,Yes
862,buccal artery is part of cheek,Yes
863,chapel is usually used for getting married,Yes
864,opening gift usually causes suprise,Yes
865,listen has a subevent of youll learn,Yes
866,paris is defined as city of light,Yes
867,car seat is part of car,Yes
868,clothes is usually used for keep warm,Yes
869,drop is the opposite of lift,Yes
870,indusium is part of sorus,Yes
871,sprocket is part of camera,Yes
872,eating apple is usually used for taste,Yes
873,loaf of bread is usually located at breadbox,Yes
874,ring binder is usually located at school,Yes
875,going into trance usually causes religious experience,Yes
876,memphis is part of egypt,Yes
877,thrifty person is capable of save money,Yes
878,toilet is usually located at hospital,Yes
879,pulse generator is part of sonar,Yes
880,have examination has a prerequisite of make doctor appointment,Yes
881,ocean is usually located at beach,Yes
882,attend class has a subevent of gain knowledge,Yes
883,procreating has a subevent of place penis into vagina,Yes
884,bethink usually causes study,Yes
885,coosa is part of alabama,Yes
886,sales person is usually located at shop,Yes
887,people is capable of thank god,Yes
888,remembering has a prerequisite of learning about,Yes
889,window is part of window envelope,Yes
890,artists is usually located at art show,Yes
891,front is the opposite of back,Yes
892,betel nut is part of betel palm,Yes
893,litter is usually located at park,Yes
894,bronx is part of new york,Yes
895,bicycle is usually used for riding,Yes
896,use calculator has a first subevent of turn on,Yes
897,lens is usually used for magnify object,Yes
898,counter is usually used for store,Yes
899,mail letter has a subevent of returned postage due,Yes
900,go outside for evening is motivated by a goal of see stars,Yes
901,push entails press,Yes
902,hypertext is part of object oriented database,Yes
903,clarinet is usually used for play music,Yes
904,rosebush is usually located at landscape,Yes
905,going to work has a subevent of start car,Yes
906,bicycle storage area is usually located at bicycle shop,Yes
907,serving customers has a subevent of getting tip,Yes
908,stoma is part of colostomy,Yes
909,person desires loving family,Yes
910,pecos is part of texas,Yes
911,reaching advantage usually causes ahead,Yes
912,guitar has strings,Yes
913,seeing story usually causes thinking about,Yes
914,reaching advantage usually causes win,Yes
915,read is motivated by a goal of entertained,Yes
916,drawers is usually located at refrigerator,Yes
917,wanting to pass class causes desire of take finals,Yes
918,killing people has a subevent of death,Yes
919,star is usually located at galaxy,Yes
920,score homer has a subevent of run around bases,Yes
921,mantra is usually used for meditate,Yes
922,punching has a prerequisite of hitting,Yes
923,moving car usually causes accident,Yes
924,lighting match has a subevent of burn finger,Yes
925,condom is usually located at bedroom,Yes
926,bathroom is usually used for taking shower,Yes
927,pyongyang is part of north korea,Yes
928,chat with friends has a subevent of exercise politeness,Yes
929,tell story has a subevent of stand behind lectern,Yes
930,delaware is part of new york,Yes
931,carissa plum is part of natal plum,Yes
932,view video has a prerequisite of put in vcr,Yes
933,cumin is part of cuminum,Yes
934,finding information is usually used for research,Yes
935,science is usually used for learn more about nature,Yes
936,eating cookie has a prerequisite of biting,Yes
937,get in line has a prerequisite of find out where ends,Yes
938,ice usually recieves an action of melted,Yes
939,telomere is part of chromosome,Yes
940,weapon is part of weaponry,Yes
941,people like flowers because has a property of pretty,Yes
942,bringing suit usually causes going to court,Yes
943,playing chess usually causes win,Yes
944,can is usually used for storing food,Yes
945,making love has a subevent of kiss,Yes
946,paint house has a prerequisite of buy paint,Yes
947,seeing particular program usually causes annoyance,Yes
948,predictor is part of antiaircraft,Yes
949,aberdeen is part of south dakota,Yes
950,room is capable of colourful and tidy,Yes
951,take car for drive has a prerequisite of find keys,Yes
952,terrorism causes desire of fight war,Yes
953,handle is part of watering can,Yes
954,september is part of gregorian calendar,Yes
955,thank has a prerequisite of have to thank for,Yes
956,prosthesis is usually used for replacement of missing limb,Yes
957,natal is part of south africa,Yes
958,passengers is usually located at vehicle,Yes
959,read letter has a prerequisite of first open,Yes
960,invest money or energy has a prerequisite of consider options,Yes
961,dish is usually located at kitchen,Yes
962,toilet usually recieves an action of found in house,Yes
963,feature is part of face,Yes
